poi ville code_postale code_insee region code_departement departement latitude longitude createur_donnée fournisseur id_poi photo categorie_mere sous_categorie
"Cueillette et cuisine de plantes sauvages 08/05/2021" 12450 80150 80222 Hauts-de-France 80 Somme 50.2524 1.88044 "SIM Picardie - TERRES ET MERVEILLES" "SIM Picardie" https://data.datatourisme.gouv.fr/28/a96a39d2-f9ab-3b7e-8b63-c03d870d718d False Produit Pratique
"Château de Flixecourt" 12471 80420 80318 Hauts-de-France 80 Somme 50.008933 2.080196 "SIM Picardie - ADRT80" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/aa03edd0-6c8b-32b4-920c-f38003be05de True Produit 
"Studio Créa 30/05/2021" 12634 80135 80716 Hauts-de-France 80 Somme 50.134011 1.946635 "SIM Picardie - TERRES ET MERVEILLES" "SIM Picardie" https://data.datatourisme.gouv.fr/28/ab67be74-96ea-39d7-803b-3b1ce5c5b82c False Produit "Pratique, Evènement Culturel"
"Balade guidée à vélo Chantilly et Senlis" 8685 60500 60141 Hauts-de-France 60 Oise 49.19413 2.48004 "SIM Picardie - Chantilly-Senlis Tourisme" "SIM Picardie" https://data.datatourisme.gouv.fr/28/ac504233-50e3-301d-b474-41568b988f0b False Produit Visite
"L'Orangerie de Villette" 12331 60700 60509 Hauts-de-France 60 Oise 49.332024 2.609548 "SIM Picardie - Office de Tourisme des Pays d'Oise et d'Halatte" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/acdbfa46-e6e9-3b74-b543-eeae597f0a36 True Produit 
"Salle du Montcet" 13159 02210 02119 Hauts-de-France 02 Aisne 49.146825 3.429297 "SIM Picardie - Agence Aisne Tourisme" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/adc06c1a-b51f-3ab3-b658-50a10bb3ccf4 True Produit 
"Novotel Amiens pôle Jules Verne" 12499 80440 80131 Hauts-de-France 80 Somme 49.865929 2.371277 "SIM Picardie - ADRT80" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/af0a563c-4fc0-31a1-a7a8-de8317922d55 True Produit 
"Château de Fay-les-Etangs" 13353 60240 60228 Hauts-de-France 60 Oise 49.245426 1.940657 "SIM Picardie - Communauté de communes du Vexin-Thelle" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/af719972-75fc-3e97-8ce8-1570b5b46035 True Produit 
"Domaine de Rebetz" 12324 60240 60143 Hauts-de-France 60 Oise 49.268485 1.897369 "SIM Picardie - Communauté de communes du Vexin-Thelle" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/b01959fd-2a95-3c17-9b01-2f70f25ee8dc True Produit 
"Le Domaine de Drancourt" 12626 80230 80287 Hauts-de-France 80 Somme 50.153074 1.636267 "SIM Picardie - ADRT80" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/b023df45-5b6a-32fa-a90e-6dcdec9bc8d8 True Produit 
"Mercure Amiens Cathédrale" 7400 80000 80021 Hauts-de-France 80 Somme 49.896063 2.299477 "SIM Picardie - ADRT80" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/b1442d57-69fe-3fe4-97d7-49ef4ec73edc True Produit 
"Visite guidée ""Sur les traces des combats du bois de Belleau""" 553 02400 02062 Hauts-de-France 02 Aisne 49.085447 3.291607 "SIM Picardie - Maison du Tourisme Les Portes de la Champagne" "SIM Picardie" https://data.datatourisme.gouv.fr/28/b17fbe53-098e-32dd-947c-6be680178f7c False Produit Visite
"Musée de la Nacre et de la Tabletterie" 12455 60110 60395 Hauts-de-France 60 Oise 49.238474 2.138302 "SIM Picardie - Office de Tourisme des Sablons en Pays de Nacre" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/b18480ad-33de-38b0-840e-8a94a02050b5 True Produit 
"Château d'Auteuil" 12631 60390 60063 Hauts-de-France 60 Oise 49.348513 2.058664 "SIM Picardie - Office de Tourisme de l'Agglomération du Beauvaisis" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/b19284fb-6a39-3c23-a67e-be511d9f9ca0 True Produit 
Zénith 7400 80000 80021 Hauts-de-France 80 Somme 49.895549 2.267586 "SIM Picardie - OT D'AMIENS" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/b21bb3d5-49a6-33ff-b0a6-d999e493e460 True Produit 
"Arbre et Aventure" 12287 80120 80649 Hauts-de-France 80 Somme 50.320782 1.560082 "SIM Picardie - TERRES ET MERVEILLES" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/b3a498f9-8bce-3fa6-8c4f-656c07f6ccef True Produit 
"Château de Pontarmé" 12963 60520 60505 Hauts-de-France 60 Oise 49.155598 2.548739 "SIM Picardie - Chantilly-Senlis Tourisme" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/b4c8f838-9fac-3ef1-b503-28943fba5bd0 True Produit 
"Les Terrasses d'Apremont" 5874 60300 60022 Hauts-de-France 60 Oise 49.22477 2.51148 "SIM Picardie - Chantilly-Senlis Tourisme" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/b5ddea3e-1a45-3708-a547-e89c5ed9b2fc True Produit 
"Centre Historique Crécy la Bataille" 12450 80150 80222 Hauts-de-France 80 Somme 50.251752 1.890834 "SIM Picardie - TERRES ET MERVEILLES" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/b6e4c1fb-61e9-36b2-9aab-1ecbdfc952c9 True Produit 
"Visite – La vie aux étangs" 12632 80220 80127 Hauts-de-France 80 Somme 50.02929 1.49131 "SIM Picardie - DESTINATION LE TREPORT – MERS" "SIM Picardie" https://data.datatourisme.gouv.fr/28/b70a98e7-ea8e-356d-9220-a8d9c3d14114 False Produit Visite
"Domaine de Montigny" 13374 60117 60561 Hauts-de-France 60 Oise 49.238086 2.935086 "SIM Picardie - Oise Tourisme" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/b72956cf-1d47-3596-abf2-6b54bb27fa9f True Produit 
"Domaine de Boissy-le-Bois" 12514 60240 60209 Hauts-de-France 60 Oise 49.279071 1.942405 "SIM Picardie - Communauté de communes du Vexin-Thelle" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/b752400a-d1ab-3aa0-ba71-9d7adabe122c True Produit 
"L'Orangerie du Château de la Houssoye" 12928 60390 60319 Hauts-de-France 60 Oise 49.355319 1.939837 "SIM Picardie - Communauté de communes du Vexin-Thelle" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/b7964c01-dbdc-3edb-ae5b-48f16e6b993b True Produit 
"Visite - Herbier d'été" 12378 80350 80533 Hauts-de-France 80 Somme 50.069642 1.387348 "SIM Picardie - DESTINATION LE TREPORT – MERS" "SIM Picardie" https://data.datatourisme.gouv.fr/28/b7a20a63-a9b0-32d2-80dd-72b1b67f7f4a False Produit Visite
"L'Osier de Thiérache bio : Ateliers ""L'Osier au Jardin""" 12311 02360 02126 Hauts-de-France 02 Aisne 49.759925 4.192609 "SIM Picardie - OT du Pays de Thiérache" "SIM Picardie" https://data.datatourisme.gouv.fr/28/b815379f-0eb8-3b49-a12a-26e537544468 False Produit Pratique
"Saut en Parachute et chute libre" 12309 02100 02691 Hauts-de-France 02 Aisne 49.871675 3.040111 "SIM Picardie - OT du Saint-Quentinois" NaN https://data.datatourisme.gouv.fr/28/b9c533cf-8c56-3bd7-a2f4-2acb02fb211a True Produit Pratique
"Le Clos du Hamelet" 93 80120 80303 Hauts-de-France 80 Somme 50.227179 1.682484 "SIM Picardie - TERRES ET MERVEILLES" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/b9d2a86f-b171-32df-b19f-bc3ca23eb9e7 True Produit 
"Calligraphie chinoise - Souffle et énergie" 12309 02100 02691 Hauts-de-France 02 Aisne 49.828314 3.258647 "SIM Picardie - OT du Saint-Quentinois" NaN https://data.datatourisme.gouv.fr/28/ba206c32-41ae-3565-a384-016781136661 True Produit Pratique
"Maison Jules Verne" 7400 80000 80021 Hauts-de-France 80 Somme 49.887743 2.301895 "SIM Picardie - OT D'AMIENS" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/bb43eb23-2970-3a9e-910f-7faa2af45f42 True Produit 
"Maison de la Culture" 7400 80000 80021 Hauts-de-France 80 Somme 49.89905 2.275277 "SIM Picardie - ADRT80" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/bb63f77c-0ae7-3747-9dd9-e0eb37a12226 True Produit 
"L’amour au 19e siècle" 12472 60100 60175 Hauts-de-France 60 Oise 49.26076 2.47256 "SIM Picardie - Office de Tourisme Creil Sud Oise" "SIM Picardie" https://data.datatourisme.gouv.fr/28/bb6ecc96-c369-398b-a9f4-a7ee40206c1f False Produit Visite
"Château Saint Just" 12615 60540 60060 Hauts-de-France 60 Oise 49.187863 2.223413 "SIM Picardie - Oise Tourisme" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/bb7a5681-30f9-35fd-9051-a769da7227ff True Produit 
"Projection documentaire Never Ending Man : Hayo Miyazaki" 12309 02100 02691 Hauts-de-France 02 Aisne 49.8452 3.28638 "SIM Picardie - OT du Saint-Quentinois" "SIM Picardie" https://data.datatourisme.gouv.fr/28/bc831431-0214-3580-b4a3-562b03ae8920 False Produit "Pratique, Evènement Commercial"
"Visite guidée ""Au pays de Léon Lhermitte""" 12689 02400 02524 Hauts-de-France 02 Aisne 49.074831 3.491667 "SIM Picardie - Maison du Tourisme Les Portes de la Champagne" "SIM Picardie" https://data.datatourisme.gouv.fr/28/bcbf5ebb-8816-3863-be5c-deeba3a03d01 False Produit Visite
"Peintures et dessins de la maison Gallé-Juillet" 12472 60100 60175 Hauts-de-France 60 Oise 49.26105 2.47339 "SIM Picardie - Office de Tourisme Creil Sud Oise" "SIM Picardie" https://data.datatourisme.gouv.fr/28/bd11cd17-42b7-3c98-9736-4a0e0c83aaf1 False Produit Visite
"Visites théâtralisées : Saint-Valentin" 8695 60200 60159 Hauts-de-France 60 Oise 49.418399 2.828958 "SIM Picardie - Office de Tourisme de l'Agglomération de Compiègne" "SIM Picardie" https://data.datatourisme.gouv.fr/28/bd914b4c-a2f1-3c75-9ac4-e0d95c75cbca False Produit "Visite, Evènement Culturel"
"Château de Vic-sur-Aisne" 13321 02290 02795 Hauts-de-France 02 Aisne 49.40546 3.114781 "SIM Picardie - Agence Aisne Tourisme" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/be6d2bfd-fcb1-3dfb-ab54-bdbc6fda3669 True Produit 
"A la découverte de la baie d'Authie" 12318 80120 80333 Hauts-de-France 80 Somme 50.358146 1.569737 "SIM Picardie - OT DE FORT MAHON" "SIM Picardie" https://data.datatourisme.gouv.fr/28/bea8afcc-956b-37d8-88a8-6a12aa44c5b2 False Produit Visite
"Hôtel Kyriad" 12301 60800 60176 Hauts-de-France 60 Oise 49.228745 2.899393 "SIM Picardie - Office de Tourisme du Pays Valois" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/bef31ed2-2199-3cbc-af82-a13617372a31 True Produit 
Lofer 7400 80000 80021 Hauts-de-France 80 Somme 49.8937 2.303935 "SIM Picardie - ADRT80" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/c002c42d-f586-3746-8035-ce515c663c76 True Produit 
"Balade commentée et gourmande entre Hangest-sur-Somme et L'Étoile" 12377 80310 80123 Hauts-de-France 80 Somme 49.98474 2.073259 "SIM Picardie - OT NIEVRE ET SOMME" "SIM Picardie" https://data.datatourisme.gouv.fr/28/c0a2fb8c-642b-3650-95e2-f8489e89e7d8 False Produit Visite
"Maison des associations de Crisolles" 12379 60400 60181 Hauts-de-France 60 Oise 49.61774 3.024151 "SIM Picardie - Office de Tourisme du Pays Noyonnais en Vallées de l'Oise" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/c0e52ac3-0a98-3267-9046-2f6a189c4d23 True Produit 
"Château de Pierrefonds" 8721 60350 60491 Hauts-de-France 60 Oise 49.34695 2.98019 "SIM Picardie - Office de Tourisme Pierrefonds, Lisières de l'Oise" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/c0ed4265-2cf5-386c-8262-43bb103b4d40 True Produit 
"EGB Centre d'affaires" 12525 60330 60500 Hauts-de-France 60 Oise 49.094474 2.754521 "SIM Picardie - Oise Tourisme" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/c2a08020-a95f-35b2-afa6-f3513cb0dac7 True Produit 
"Passion Baie de Somme" 12492 80860 80633 Hauts-de-France 80 Somme 50.234896 1.696044 "SIM Picardie - TERRES ET MERVEILLES" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/c353027f-31db-33b7-bf56-7b32fdb0a55e True Produit 
"Château de Bertangles" 12769 80260 80092 Hauts-de-France 80 Somme 49.999986 2.316955 "SIM Picardie - ADRT80" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/c3d8b682-0d9c-319d-87a1-4fc0e0a0ed05 True Produit 
"Le tour de la cité médiévale de Laon en petit train !" 12292 02000 02408 Hauts-de-France 02 Aisne 49.56425 3.623801 "SIM Picardie - OT du Pays de Laon" "SIM Picardie" https://data.datatourisme.gouv.fr/28/c43e4890-ff54-3d81-be9c-0a4fa6d03107 False Produit Visite
"Théâtre du Chevalet" 12353 60400 60471 Hauts-de-France 60 Oise 49.581424 2.998513 "SIM Picardie - Office de Tourisme du Pays Noyonnais en Vallées de l'Oise" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/c44f8ad5-7c80-31d9-8ff5-0b7c8cc76e7e True Produit 
"Visite – Les plantes comestibles" 12378 80350 80533 Hauts-de-France 80 Somme 50.070514 1.392271 "SIM Picardie - DESTINATION LE TREPORT – MERS" "SIM Picardie" https://data.datatourisme.gouv.fr/28/c4b425dd-d1e0-34dd-b2a9-5cf1f39c83b3 False Produit Visite
"Le Bacchus" 12608 02400 02168 Hauts-de-France 02 Aisne 49.04226 3.402772 "SIM Picardie - Agence Aisne Tourisme" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/c4e6989b-b4eb-33e7-8bf7-aff377e1e526 True Produit 
"Cours d’œnologie au Chai n°5" 12309 02100 02691 Hauts-de-France 02 Aisne 49.851649 3.285426 "SIM Picardie - OT du Saint-Quentinois" NaN https://data.datatourisme.gouv.fr/28/c81d921c-e6fb-3017-94db-cf80ac8f7b01 True Produit Pratique
"C'est dans la boîte : le portrait photographique" 12472 60100 60175 Hauts-de-France 60 Oise 49.260646 2.472294 "SIM Picardie - Office de Tourisme Creil Sud Oise" "SIM Picardie" https://data.datatourisme.gouv.fr/28/c86e3cbd-2d82-3da9-96fc-5ac3c9d81831 False Produit Visite
"Les p'tits secrets de l'estran" 12318 80120 80333 Hauts-de-France 80 Somme 50.358146 1.56467 "SIM Picardie - OT DE FORT MAHON" "SIM Picardie" https://data.datatourisme.gouv.fr/28/c9a4f8bb-9a19-3221-8728-059483ba6ceb False Produit Visite
"Les Salons de l’Art d’Oise" 3141 60740 60589 Hauts-de-France 60 Oise 49.239344 2.458752 "SIM Picardie - Office de Tourisme Creil Sud Oise" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/ca09d7d6-b371-3d03-a531-f57facbe0f3c True Produit 
"Hôtel du Parc Best Western Chantilly" 8685 60500 60141 Hauts-de-France 60 Oise 49.190389 2.462948 "SIM Picardie - Chantilly-Senlis Tourisme" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/caafeea2-2b03-3b0f-ae22-8b245b527f61 True Produit 
"Domaine de Chantilly - L'Hippodrome" 8685 60500 60141 Hauts-de-France 60 Oise 49.1943 2.47098 "SIM Picardie - Chantilly-Senlis Tourisme" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/cbf52fbc-d6bf-363e-923b-5a0d1c423834 True Produit 
"Les Hauts de Beauvais" 8677 60000 60057 Hauts-de-France 60 Oise 49.436825 2.122694 "SIM Picardie - Office de Tourisme de l'Agglomération du Beauvaisis" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/cc33bb87-0ac7-36ad-b567-9410daf4318f True Produit 
"Pétanque à Ribemont" 12381 02240 02648 Hauts-de-France 02 Aisne 49.793662 3.467877 "SIM Picardie - OT du Saint-Quentinois" NaN https://data.datatourisme.gouv.fr/28/cc4e7125-cac8-3ea2-a77d-e5867c82c353 True Produit Pratique
"Aux Trois Fleurs" 12369 60540 60088 Hauts-de-France 60 Oise 49.224567 2.20521 "SIM Picardie - Office de Tourisme des Sablons en Pays de Nacre" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/cc70d0b6-ea51-3cd3-85f9-54932a5407b5 True Produit 
"Hôtel Best Western Les Beaux Arts Compiègne" 8695 60200 60159 Hauts-de-France 60 Oise 49.419858 2.824961 "SIM Picardie - Office de Tourisme de l'Agglomération de Compiègne" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/ccc2159a-17a6-3dae-9122-81c6c1ac487e True Produit 
"La Ferme du Charmois" 12810 02860 02508 Hauts-de-France 02 Aisne 49.487404 3.665928 "SIM Picardie - OT du Pays de Laon" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/ce7404a0-50ac-3573-9002-ec29a021d569 True Produit 
"Auberge du Jeu de Paume" 8685 60500 60141 Hauts-de-France 60 Oise 49.194682 2.479814 "SIM Picardie - Chantilly-Senlis Tourisme" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/cf8748ff-cd36-3df8-af68-f707775e6724 True Produit 
"Maison Eclusière de Long" 12479 80510 80486 Hauts-de-France 80 Somme 50.038415 1.978431 "SIM Picardie - TERRES ET MERVEILLES" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/d03e94e8-2279-3c2c-ba3e-06726d37626c True Produit 
"Château de Sainte Claire" 13202 60350 60064 Hauts-de-France 60 Oise 49.412753 2.981895 "SIM Picardie - Office de Tourisme Pierrefonds, Lisières de l'Oise" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/d05abaca-b71f-3726-9848-df5dedc693ae True Produit 
"Historial de la Grande Guerre" 12508 80200 80620 Hauts-de-France 80 Somme 49.92915 2.932596 "SIM Picardie - ADRT80" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/d1ea1b2a-e69a-322a-8789-6b775d9afc96 True Produit 
"Visite – La flore miraculeuse" 12378 80350 80533 Hauts-de-France 80 Somme 50.069642 1.387348 "SIM Picardie - DESTINATION LE TREPORT – MERS" "SIM Picardie" https://data.datatourisme.gouv.fr/28/d28ea686-31a8-3b6e-ae7f-a4c440cbef46 False Produit Visite
"Salle des fêtes de Beauvais" 8677 60000 60057 Hauts-de-France 60 Oise 49.429534 2.081236 "SIM Picardie - Office de Tourisme de l'Agglomération du Beauvaisis" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/d2b25a8d-7936-3f35-aac5-02aea32aaba1 True Produit 
"Je fabrique un resto pour les oiseaux 18/02/2021" 12350 80550 80228 Hauts-de-France 80 Somme 50.21538 1.62839 "SIM Picardie - TERRES ET MERVEILLES" "SIM Picardie" https://data.datatourisme.gouv.fr/28/d364666c-b72d-3d8f-bb0d-38cef241af13 False Produit Pratique
"Atelier ""Cueillette et cuisine des plantes de la baie d'Authie""" 12318 80120 80333 Hauts-de-France 80 Somme 50.33075 1.569737 "SIM Picardie - OT DE FORT MAHON" "SIM Picardie" https://data.datatourisme.gouv.fr/28/d3efaf39-3a45-34a7-a5ff-27759bbd6da4 False Produit Visite
"Château d'Hénonville" 12651 60119 60309 Hauts-de-France 60 Oise 49.206267 2.05194 "SIM Picardie - Office de Tourisme des Sablons en Pays de Nacre" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/d44769ff-4ff7-3a79-b795-d87ab5984356 True Produit 
"Roulotte Le Valmet" 12823 80860 80598 Hauts-de-France 80 Somme 50.211083 1.776247 "SIM Picardie - Esprit Hauts-de-France" "SIM Picardie" https://data.datatourisme.gouv.fr/28/d51e6ad0-db56-3fcd-ab3e-ae5f1fd137cb True Produit "HébergementProduit, Hébergement"
"Salle Laurianne" 12599 02650 02328 Hauts-de-France 02 Aisne 49.04628 3.48282 "SIM Picardie - Agence Aisne Tourisme" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/d56077a0-1fc5-3eef-b3d0-799f266a88d6 True Produit 
"Hors-circuit : Les appartements double de Prince et du roi de Rome" 8695 60200 60159 Hauts-de-France 60 Oise 49.418399 2.828958 "SIM Picardie - Office de Tourisme de l'Agglomération de Compiègne" "SIM Picardie" https://data.datatourisme.gouv.fr/28/d5fb5bc0-5ae8-3996-a0fe-1d7f563d609d False Produit Visite
"Château de Bertichères" 12324 60240 60143 Hauts-de-France 60 Oise 49.270227 1.857176 "SIM Picardie - Communauté de communes du Vexin-Thelle" "Aisne: 03 23 27 76 76<br />Oise: 03 64 60 60 60<br />Somme: 03 22 71 22 71" https://data.datatourisme.gouv.fr/28/d66e4d67-9664-3e5b-afb5-5e3fc5273150 True Produit 
